사업장명,소재지전체주소,도로명전체주소,주소,latitude,longitude,구
루키,서울특별시 송파구 가락동 99-1 지하1층,"서울특별시 송파구 송파대로28길 12, 지하1층 (가락동)",서울특별시 송파구 가락동 99-1,37.4937181,127.119428,송파구
리멤버,서울특별시 서초구 서초동 1595-2 지하1층,"서울특별시 서초구 반포대로18길 56, 지하1층 (서초동)",서울특별시 서초구 서초동 1595-2,37.4871761,127.0133585,서초구
임팩트1,서울특별시 송파구 가락동 98-6 지하2층,"서울특별시 송파구 송파대로28길 11 (가락동,지하2층)",서울특별시 송파구 가락동 98-6,37.4940939,127.1191073,송파구
술마시는 고향노래밤,서울특별시 은평구 대조동 12-10번지 외1필지(지하1층),"서울특별시 은평구 불광로 21 (대조동,외1필지(지하1층))",서울특별시 은평구 대조동 12-10,37.6103256,126.9284105,은평구
연인 노래바,서울특별시 은평구 응암동 600-2 외2필지 지상4층,"서울특별시 은평구 응암로 193 (응암동,외2필지 지상4층)",서울특별시 은평구 응암동 600-2,37.5893861,126.9167373,은평구
백악관,서울특별시 용산구 동자동 43-172번지 (지상1층),"서울특별시 용산구 한강대로 353 (동자동,(지상1층))",서울특별시 용산구 동자동 43-172,37.5498236,126.9715692,용산구
유토피아 7080,서울특별시 서초구 방배동 836-3 지층 2호,"서울특별시 서초구 방배로 195, 지층 제2호 (방배동)",서울특별시 서초구 방배동 836-3,37.4907141,126.9914832,서초구
보물섬,서울특별시 서초구 서초동 1589-4 2층,서울특별시 서초구 반포대로12길 29 (2)층 (서초동),서울특별시 서초구 서초동 1589-4,37.4851736,127.0128509,서초구
쓰리아워(3hours),서울특별시 서초구 서초동 1330-12,서울특별시 서초구 서초대로78길 지하 52 (서초동),서울특별시 서초구 서초동 1330-12,37.4932229,127.0287364,서초구
플레이 뮤직타운,서울특별시 서초구 서초동 1308-10,서울특별시 서초구 서초대로77길 37 (서초동),서울특별시 서초구 서초동 1308-10,37.5009881,127.02509,서초구
짝 노래주점,서울특별시 송파구 가락동 79-4 2층 202-A호,"서울특별시 송파구 송파대로28길 20, 2층 202-A호 (가락동)",서울특별시 송파구 가락동 79-4,37.4941466,127.1202339,송파구
신세계 노래주점,서울특별시 송파구 가락동 79-4 2층 202-B호,"서울특별시 송파구 송파대로28길 20, 2층 202-B호 (가락동)",서울특별시 송파구 가락동 79-4,37.4941466,127.1202339,송파구
전국노래밤,서울특별시 은평구 대조동 12-10번지 외1필지(지층),"서울특별시 은평구 불광로 21 (대조동,외1필지(지층))",서울특별시 은평구 대조동 12-10,37.6103256,126.9284105,은평구
테마 노래방,서울특별시 은평구 응암동 577-46 지층,"서울특별시 은평구 가좌로 232 (응암동, 지층)",서울특별시 은평구 응암동 577-46,37.5906044,126.9169577,은평구
싸이티로스,서울특별시 용산구 이촌동 302-48,"서울특별시 용산구 이촌로62길 9 (이촌동, 302-48 지하1층)",서울특별시 용산구 이촌동 302-48,37.5200736,126.9694415,용산구
큐브뮤직타운(CUBE MUSIC TOWN),서울특별시 서초구 서초동 1303-36 (3층~5층),서울특별시 서초구 서초대로77길 58 (서초동),서울특별시 서초구 서초동 1303-36,37.502572,127.0243813,서초구
그랜드하얏트서울제이제이마호니즈앤드헬리콘,서울특별시 용산구 한남동 747-7 (지하2층),"서울특별시 용산구 소월로 322 (한남동,(지하2층))",서울특별시 용산구 한남동 747-7,37.5395433,126.9978136,용산구
칼라,서울특별시 용산구 원효로2가 84-10번지 (지하1층),"서울특별시 용산구 원효로 171 (원효로2가,(지하1층))",서울특별시 용산구 원효로2가 84-10,37.53562429999999,126.961753,용산구
M(엠),서울특별시 서초구 반포동 747-14 지하1층,"서울특별시 서초구 사평대로 369 (반포동, 지하1층)",서울특별시 서초구 반포동 747-14,37.50444,127.0233213,서초구
카와베,서울특별시 서초구 잠원동 6-1 리버사이드호텔,"서울특별시 서초구 강남대로107길 6, 리버사이드호텔 지하1·2층 (잠원동)",서울특별시 서초구 잠원동 6-1,37.51864399999999,127.0181008,서초구
만남,서울특별시 서초구 잠원동 12-21,서울특별시 서초구 강남대로 615 (잠원동),서울특별시 서초구 잠원동 12-21,37.5166298,127.0189002,서초구
스윙,서울특별시 송파구 방이동 38-12 (지하1층),"서울특별시 송파구 오금로11길 23-6 (방이동,(지하1층))",서울특별시 송파구 방이동 38-12,37.5153859,127.1100985,송파구
글램,서울특별시 용산구 이태원동 116-1번지 해밀턴호텔 별관 2층,"서울특별시 용산구 이태원로27가길 26 (이태원동, 해밀턴호텔 별관2층)",서울특별시 용산구 이태원동 116-1,37.5351557,126.993515,용산구
데이앤나이트,서울특별시 용산구 이태원동 116-1번지 해밀턴관광호텔 별관2층,"서울특별시 용산구 이태원로27가길 26 (이태원동, 116-1 해밀턴관광호텔 별관2층)",서울특별시 용산구 이태원동 116-1,37.5351557,126.993515,용산구
이태원별밤,서울특별시 용산구 이태원동 108-9 해밀튼호텔 지하2층,"서울특별시 용산구 이태원로 지하 179 (이태원동, 해밀튼호텔 지하2층)",서울특별시 용산구 이태원동 108-9,37.5347435,126.9938629,용산구
스타디움(STARDIUM),서울특별시 용산구 한남동 737-25 지하1층,"서울특별시 용산구 이태원로 221, 지하1층 (한남동, 임피리얼팰리스 부티크호텔)",서울특별시 용산구 한남동 737-25,37.5352439,126.9982367,용산구
쿨,서울특별시 영등포구 영등포동8가 81-5 지하1층,"서울특별시 영등포구 영중로42길 5 (영등포동8가, 지하1층)",서울특별시 영등포구 영등포동8가 81-5,37.5285146,126.9064505,영등포구
애플,서울특별시 영등포구 영등포동3가 21-13,서울특별시 영등포구 영중로4길 15-5 (영등포동3가),서울특별시 영등포구 영등포동3가 21-13,37.5176883,126.9079109,영등포구
궁전노래바,서울특별시 영등포구 신길동 449-6 지하1층,"서울특별시 영등포구 영등포로 406 (신길동, 지하1층)",서울특별시 영등포구 신길동 449-6,37.5129201,126.9231765,영등포구
뮤즈라이브,서울특별시 영등포구 여의도동 43-3번지 홍우빌딩 2호,"서울특별시 영등포구 국제금융로 78, 홍우빌딩 지하1층 2호 (여의도동)",서울특별시 영등포구 여의도동 43-3,37.520818,126.9311537,영등포구
헤븐,서울특별시 송파구 방이동 24-8 지하1층,"서울특별시 송파구 올림픽로30길 6, 지하1층 (방이동)",서울특별시 송파구 방이동 24-8,37.5152044,127.1078077,송파구
리버 노래주점,서울특별시 송파구 가락동 79-4 세화빌딩,"서울특별시 송파구 송파대로28길 20, 세화빌딩 2층 201A호 (가락동)",서울특별시 송파구 가락동 79-4,37.4941466,127.1202339,송파구
린스,서울특별시 영등포구 신길동 449-22 신성빌딩,"서울특별시 영등포구 영등포로 400, 신성빌딩 지하1층 (신길동)",서울특별시 영등포구 신길동 449-22,37.5129835,126.9225669,영등포구
관광월드컵스텐드바,서울특별시 송파구 방이동 46-3,서울특별시 송파구 오금로11길 47 (방이동),서울특별시 송파구 방이동 46-3,37.5157842,127.1124089,송파구
터널,서울특별시 강북구 수유동 230-7 효성인텔리안오피스텔,"서울특별시 강북구 도봉로 313, 효성인텔리안오피스텔 지하1층 105호 (수유동)",서울특별시 강북구 수유동 230-7,37.6364302,127.0234099,강북구
하남,서울특별시 영등포구 여의도동 44-23 하남빌딩 지하13호,"서울특별시 영등포구 의사당대로1길 25, 하남빌딩 지하1층 지하13호 (여의도동)",서울특별시 영등포구 여의도동 44-23,37.5203539,126.9297225,영등포구
애플(AppIe),서울특별시 강남구 역삼동 719-18 시티타워 6-10층,"서울특별시 강남구 언주로87길 24, 시티타워 6-10층 (역삼동)",서울특별시 강남구 역삼동 719-18,37.5013328,127.0410254,강남구
솜사탕 노래장,서울특별시 구로구 오류동 55-14번지 1호건물  지하1층 101호,"서울특별시 구로구 경인로 208, 1호 건물 지하1층 101호 (오류동)",서울특별시 구로구 오류동 55-14,37.4958953,126.8441582,구로구
무지개,서울특별시 강동구 길동 412-12 부에노빌딩,"서울특별시 강동구 양재대로 1457, 부에노빌딩 2층 (길동)",서울특별시 강동구 길동 412-12,37.5359414,127.1389967,강동구
황제비지니스,"서울특별시 강동구 길동 412-11번지 ,16","서울특별시 강동구 양재대로 1459 (길동,,16)",서울특별시 강동구 길동 412-11,37.5361835,127.1389478,강동구
허니 투 노래주점,서울특별시 강동구 길동 389-3번지,서울특별시 강동구 양재대로111길 10 (길동),서울특별시 강동구 길동 389-3,37.5372195,127.1391205,강동구
보물섬,서울특별시 강동구 길동 412-2,서울특별시 강동구 양재대로109길 26 (길동),서울특별시 강동구 길동 412-2,37.5367628,127.1389679,강동구
링코노래타운 강남역삼점,서울특별시 강남구 역삼동 826-41 지하1층,"서울특별시 강남구 테헤란로2길 37, 지하1층 (역삼동)",서울특별시 강남구 역삼동 826-41,37.4958544,127.0299805,강남구
앵두노래빠,서울특별시 관악구 신림동 1425-9,"서울특별시 관악구 신림로68길 9, 2층 (신림동)",서울특별시 관악구 신림동 1425-9,37.4866085,126.9298661,관악구
주파수,서울특별시 강남구 신사동 502-11 영일빌딩,"서울특별시 강남구 강남대로 620, 영일빌딩 지1층 (신사동)",서울특별시 강남구 신사동 502-11,37.5171802,127.019845,강남구
뉴윈,서울특별시 송파구 석촌동 1-7 로사나관광호텔,"서울특별시 송파구 삼학사로 98, 로사나관광호텔 지하1층 (석촌동)",서울특별시 송파구 석촌동 1-7,37.5059967,127.0975415,송파구
화이트,서울특별시 관악구 신림동 1639-33,"서울특별시 관악구 남부순환로176길 20, 지층 (신림동)",서울특별시 관악구 신림동 1639-33,37.4830765,126.9285942,관악구
더뉴윈,서울특별시 송파구 석촌동 1-7 로사나관광호텔,"서울특별시 송파구 삼학사로 98, 로사나관광호텔 지하2층 (석촌동)",서울특별시 송파구 석촌동 1-7,37.5059967,127.0975415,송파구
몽키 뮤직타운 방이점,서울특별시 송파구 방이동 28-7 지하1층,"서울특별시 송파구 오금로11길 11, 지하1층 (방이동)",서울특별시 송파구 방이동 28-7,37.5146396,127.1083485,송파구
샤방샤방노래방,서울특별시 영등포구 영등포동3가 14-2 2층,"서울특별시 영등포구 영중로10길 34-1 (영등포동3가,2층)",서울특별시 영등포구 영등포동3가 14-2,37.5184943,126.9090412,영등포구
백야,서울특별시 영등포구 여의도동 44-13번지 지하1층 12호,"서울특별시 영등포구 여의대방로69길 7, 12호 (여의도동,지하1층)",서울특별시 영등포구 여의도동 44-13,37.5196973,126.9313482,영등포구
팡팡,서울특별시 영등포구 영등포동1가 139-5번지,서울특별시 영등포구 경인로 872 (영등포동1가),서울특별시 영등포구 영등포동1가 139-5,37.5171432,126.909654,영등포구
스타,서울특별시 영등포구 여의도동 44-6번지 스타빌딩 4층,"서울특별시 영등포구 여의대방로67길 18 (여의도동,스타빌딩 4층)",서울특별시 영등포구 여의도동 44-6,37.5203426,126.9303071,영등포구
벤츠,서울특별시 영등포구 영등포동3가 12-19,서울특별시 영등포구 영중로4길 32 (영등포동3가),서울특별시 영등포구 영등포동3가 12-19,37.5178343,126.9096692,영등포구
골프장,"서울특별시 영등포구 여의도동 44-32 에리트빌팅 지하101,102,103호","서울특별시 영등포구 여의대방로65길 12 (여의도동, 에리트빌딩 지하101,102,103호)",서울특별시 영등포구 여의도동 44-32,37.5196323,126.9300403,영등포구
열린노래,"서울특별시 영등포구 여의도동 45-15 서린빌딩, 지하1층 3호7호","서울특별시 영등포구 여의대방로65길 17 (여의도동, 서린빌딩, 지하1층 3호7호)",서울특별시 영등포구 여의도동 45-15,37.519935,126.929054,영등포구
폭스(FOX),서울특별시 영등포구 여의도동 44-16번지 외교빌딩 지하1층3호,"서울특별시 영등포구 여의대방로67길 10 (여의도동, 외교빌딩 지하1층3호)",서울특별시 영등포구 여의도동 44-16,37.5197736,126.9308676,영등포구
로마노래바,서울특별시 영등포구 영등포동3가 17-11번지 지하1층,"서울특별시 영등포구 영등포로42길 9-1, 지하1층 (영등포동3가)",서울특별시 영등포구 영등포동3가 17-11,37.5185098,126.9069069,영등포구
블랙잭,서울특별시 영등포구 여의도동 35-2 백상빌딩 지하13~15호,"서울특별시 영등포구 국제금융로6길 30 (여의도동,백상빌딩 지하13~15호)",서울특별시 영등포구 여의도동 35-2,37.5217758,126.9265494,영등포구
동킹노래타운,서울특별시 영등포구 영등포동3가 23-1 지하1층 전체,"서울특별시 영등포구 영등포로50길 8-3, 지하1층 전체 (영등포동3가)",서울특별시 영등포구 영등포동3가 23-1,37.5182643,126.9091116,영등포구
